level_0,index,year,state,state_po,office,candidate,party,candidatevotes,totalvotes,democratvotes,republicanvotes,last_name,first_name,suffix,nickname,bioguide_id
318,318,1988,MASSACHUSETTS,MA,US HOUSE,"EARLY, Joseph Daniel",DEMOCRAT,191005,191383,191005.0,186356.0,EARLY,JOSEPH,,,E000013
319,319,1988,MARYLAND,MD,US HOUSE,"MORELLA, Constance A.",REPUBLICAN,172619,275097,166753.0,172619.0,MORELLA,CONSTANCE,,,M000941
320,320,1988,MAINE,ME,US HOUSE,"BRENNAN, Joseph Edward",DEMOCRAT,190989,302163,190989.0,167226.0,BRENNAN,JOSEPH,,,B000798
321,321,1988,MICHIGAN,MI,US HOUSE,"BROOMFIELD, William S.",REPUBLICAN,195579,257228,150832.0,195579.0,BROOMFIELD,WILLIAM,,,B000890
322,322,1988,MINNESOTA,MN,US HOUSE,"FRENZEL, William Eldridge",REPUBLICAN,215322,315609,,215322.0,FRENZEL,WILLIAM,,,F000380
323,323,1988,MISSOURI,MO,US HOUSE,"BUECHNER, John William (Jack)",REPUBLICAN,186450,281109,166480.0,186450.0,BUECHNER,JOHN,,,B001036
324,324,1988,MISSISSIPPI,MS,US HOUSE,"MONTGOMERY, Gillespie V. (Sonny)",DEMOCRAT,164651,185380,164651.0,100185.0,MONTGOMERY,GILLESPIE,,SONNY,M000865
325,325,1988,MONTANA,MT,US HOUSE,"WILLIAMS, John Patrick",DEMOCRAT,115278,189683,115278.0,97465.0,WILLIAMS,JOHN,,,W000520
326,326,1988,NORTH CAROLINA,NC,US HOUSE,"McMILLAN, John Alexander, III (Alex)",REPUBLICAN,139014,210816,131896.0,139014.0,MCMILLAN,JOHN,III,ALEX,M000566
327,327,1988,NORTH DAKOTA,ND,US HOUSE,"DORGAN, Byron Leslie",DEMOCRAT,212583,299982,212583.0,84475.0,DORGAN,BYRON,,,D000432
328,328,1988,NEBRASKA,NE,US HOUSE,"SMITH, Virginia Dodd",REPUBLICAN,170302,215501,112174.0,170302.0,SMITH,VIRGINIA,,,S000622
329,329,1988,NEW HAMPSHIRE,NH,US HOUSE,"SMITH, Robert C.",REPUBLICAN,131824,218505,89677.0,131824.0,SMITH,ROBERT,,,S000606
330,330,1988,NEW JERSEY,NJ,US HOUSE,"ROUKEMA, Margaret Scafati",REPUBLICAN,175562,231936,142012.0,175562.0,ROUKEMA,MARGARET,,,R000465
331,331,1988,NEW MEXICO,NM,US HOUSE,"RICHARDSON, Bill",DEMOCRAT,124938,170892,124938.0,100324.0,RICHARDSON,BILL,,,R000229
332,332,1988,NEVADA,NV,US HOUSE,"VUCANOVICH, Barbara Farrell",REPUBLICAN,105981,185097,101764.0,105981.0,VUCANOVICH,BARBARA,,,V000124
333,333,1988,NEW YORK,NY,US HOUSE,"WEISS, Theodore S.",DEMOCRAT,148089,186495,148089.0,144271.0,WEISS,THEODORE,,,W000258
334,334,1988,OHIO,OH,US HOUSE,"KASICH, John Richard",REPUBLICAN,204892,255674,168065.0,204892.0,KASICH,JOHN,,,K000016
335,335,1988,OKLAHOMA,OK,US HOUSE,"EDWARDS, Marvin Henry (Mickey)",REPUBLICAN,139182,192850,136009.0,139182.0,EDWARDS,MARVIN,,,E000077
336,336,1988,OREGON,OR,US HOUSE,"WYDEN, Ronald Lee",DEMOCRAT,190684,191825,190684.0,125366.0,WYDEN,RONALD,,,W000779
337,337,1988,PENNSYLVANIA,PA,US HOUSE,"GRAY, William Herbert, III",DEMOCRAT,184322,196687,184322.0,166289.0,GRAY,WILLIAM,III,,G000402
338,338,1988,RHODE ISLAND,RI,US HOUSE,"SCHNEIDER, Claudine",REPUBLICAN,145218,201347,84141.0,145218.0,SCHNEIDER,CLAUDINE,,,S000136
339,339,1988,SOUTH CAROLINA,SC,US HOUSE,"TALLON, Robert Mooneyhan, Jr. (Robin)",DEMOCRAT,120719,158677,120719.0,101572.0,TALLON,ROBERT,JR,ROBIN,T000034
340,340,1988,SOUTH DAKOTA,SD,US HOUSE,"JOHNSON, Timothy Peter (Tim)",DEMOCRAT,223759,311916,223759.0,88157.0,JOHNSON,TIMOTHY,,TIM,J000177
341,341,1988,TENNESSEE,TN,US HOUSE,"CLEMENT, Robert Nelson",DEMOCRAT,155068,155140,155068.0,142025.0,CLEMENT,ROBERT,,,C000503
342,342,1988,TEXAS,TX,US HOUSE,"PICKLE, James Jarrell (Jake)",DEMOCRAT,232213,248494,232213.0,227882.0,PICKLE,JAMES,,JAKE,P000328
343,343,1988,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,130893,218869,112129.0,130893.0,HANSEN,JAMES,,,H000172
344,344,1988,VIRGINIA,VA,US HOUSE,"WOLF, Frank Rudolph",REPUBLICAN,188550,276908,134786.0,188550.0,WOLF,FRANK,,,W000672
345,345,1988,VERMONT,VT,US HOUSE,"SMITH, Peter P.",REPUBLICAN,98937,240131,45330.0,98937.0,SMITH,PETER,,,S000601
346,346,1988,WASHINGTON,WA,US HOUSE,"SWIFT, Allan Byron",DEMOCRAT,175191,175191,175191.0,174942.0,SWIFT,ALLAN,,,S001115
347,347,1988,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,185093,247104,177283.0,185093.0,SENSENBRENNER,FRANK,JR,,S000244
348,348,1988,WEST VIRGINIA,WV,US HOUSE,"WISE, Robert Ellsworth, Jr.",DEMOCRAT,120192,161670,120192.0,49753.0,WISE,ROBERT,JR,,W000654
349,349,1988,WYOMING,WY,US HOUSE,"CHENEY, Richard Bruce",REPUBLICAN,118350,177651,56527.0,118350.0,CHENEY,RICHARD,,,C000344
350,350,1990,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,99003,191647,91677.0,99003.0,YOUNG,DONALD,,,Y000033
351,351,1990,ALABAMA,AL,US HOUSE,"ERDREICH, Ben",DEMOCRAT,134412,144797,134412.0,87649.0,ERDREICH,BEN,,,E000201
352,352,1990,ARKANSAS,AR,US HOUSE,"HAMMERSCHMIDT, John Paul",REPUBLICAN,129876,184208,110365.0,129876.0,HAMMERSCHMIDT,JOHN,,,H000124
353,353,1990,ARIZONA,AZ,US HOUSE,"RHODES, John Jacob, III",REPUBLICAN,166223,167016,103018.0,166223.0,RHODES,JOHN,III,,R000189
354,354,1990,CALIFORNIA,CA,US HOUSE,"PACKARD, Ronald C.",REPUBLICAN,151206,222138,137306.0,151206.0,PACKARD,RONALD,,,P000005
355,355,1990,COLORADO,CO,US HOUSE,"HEFLEY, Joel M.",REPUBLICAN,127740,192277,124487.0,127740.0,HEFLEY,JOEL,,,H000444
356,356,1990,CONNECTICUT,CT,US HOUSE,"JOHNSON, Nancy Lee",REPUBLICAN,141105,189733,126566.0,141105.0,JOHNSON,NANCY,,,J000163
357,357,1990,DELAWARE,DE,US HOUSE,"CARPER, Thomas Richard",DEMOCRAT,116274,177435,116274.0,58037.0,CARPER,THOMAS,,,C000174
358,358,1990,FLORIDA,FL,US HOUSE,"JOHNSTON, Harry A., II",DEMOCRAT,156055,236304,156055.0,142163.0,JOHNSTON,HARRY,II,,J000187
359,359,1990,GEORGIA,GA,US HOUSE,"JONES, Ben",DEMOCRAT,96526,184095,96526.0,87569.0,JONES,BEN,,,J000211
360,360,1990,HAWAII,HI,US HOUSE,"MINK, Patsy Takemoto",DEMOCRAT,118155,178288,118155.0,62982.0,MINK,PATSY,,,M000797
361,361,1990,IOWA,IA,US HOUSE,"SMITH, Neal Edward",DEMOCRAT,127812,130590,127812.0,112333.0,SMITH,NEAL,,,S000596
362,362,1990,IDAHO,ID,US HOUSE,"STALLINGS, Richard Howard",DEMOCRAT,98008,154052,98008.0,75406.0,STALLINGS,RICHARD,,,S000785
363,363,1990,ILLINOIS,IL,US HOUSE,"POSHARD, Glenn",DEMOCRAT,138425,165321,138425.0,119812.0,POSHARD,GLENN,,,P000452
364,364,1990,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,116470,183494,107526.0,116470.0,BURTON,DANNY,,,B001149
365,365,1990,KANSAS,KS,US HOUSE,"GLICKMAN, Daniel Robert",DEMOCRAT,112015,158316,112015.0,102974.0,GLICKMAN,DANIEL,,,G000240
366,366,1990,KENTUCKY,KY,US HOUSE,"BUNNING, James Paul David",REPUBLICAN,101680,146659,85323.0,101680.0,BUNNING,JAMES,,,B001066
367,367,1990,LOUISIANA,LA,US HOUSE,"JEFFERSON, William Jennings",DEMOCRAT,55621,105853,55621.0,1.0,JEFFERSON,WILLIAM,,,J000070
368,368,1990,MASSACHUSETTS,MA,US HOUSE,"MARKEY, Edward John",DEMOCRAT,155380,236580,155380.0,150748.0,MARKEY,EDWARD,,,M000133
369,369,1990,MARYLAND,MD,US HOUSE,"MORELLA, Constance A.",REPUBLICAN,130059,176887,106502.0,130059.0,MORELLA,CONSTANCE,,,M000941
370,370,1990,MAINE,ME,US HOUSE,"ANDREWS, Thomas Hiram",DEMOCRAT,167623,278872,167623.0,121704.0,ANDREWS,THOMAS,,,A000211
371,371,1990,MICHIGAN,MI,US HOUSE,"BROOMFIELD, William S.",REPUBLICAN,126629,190834,98903.0,126629.0,BROOMFIELD,WILLIAM,,,B000890
372,372,1990,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,195833,292852,,195833.0,RAMSTAD,JAMES,,JIM,R000033
373,373,1990,MISSOURI,MO,US HOUSE,"SKELTON, Isaac Newton, IV (Ike)",DEMOCRAT,105527,170622,105527.0,94260.0,SKELTON,ISAAC,,,S000465
374,374,1990,MISSISSIPPI,MS,US HOUSE,"TAYLOR, Gary Eugene (Gene)",DEMOCRAT,89926,110514,89926.0,23650.0,TAYLOR,GARY,,,T000074
375,375,1990,MONTANA,MT,US HOUSE,"WILLIAMS, John Patrick",DEMOCRAT,100409,164246,100409.0,96449.0,WILLIAMS,JOHN,,,W000520
376,376,1990,NORTH CAROLINA,NC,US HOUSE,"PRICE, David Eugene",DEMOCRAT,139396,240057,139396.0,131936.0,PRICE,DAVID,,,P000523
377,377,1990,NORTH DAKOTA,ND,US HOUSE,"DORGAN, Byron Leslie",DEMOCRAT,152530,233979,152530.0,81443.0,DORGAN,BYRON,,,D000432
378,378,1990,NEBRASKA,NE,US HOUSE,"BEREUTER, Douglas Kent",REPUBLICAN,129654,200381,111903.0,129654.0,BEREUTER,DOUGLAS,,,B000403
379,379,1990,NEW HAMPSHIRE,NH,US HOUSE,"ZELIFF, William H., Jr.",REPUBLICAN,81684,148368,74866.0,81684.0,ZELIFF,WILLIAM,JR,,Z000004
380,380,1990,NEW JERSEY,NJ,US HOUSE,"ROUKEMA, Margaret Scafati",REPUBLICAN,118101,156109,97698.0,118101.0,ROUKEMA,MARGARET,,,R000465
381,381,1990,NEW MEXICO,NM,US HOUSE,"RICHARDSON, Bill",DEMOCRAT,104225,139976,104225.0,97375.0,RICHARDSON,BILL,,,R000229
382,382,1990,NEVADA,NV,US HOUSE,"VUCANOVICH, Barbara Farrell",REPUBLICAN,103508,175209,84650.0,103508.0,VUCANOVICH,BARBARA,,,V000124
383,383,1990,NEW YORK,NY,US HOUSE,"McNULTY, Michael Robert",DEMOCRAT,102492,195130,102492.0,95495.0,MCNULTY,MICHAEL,,,M000590
384,384,1990,OHIO,OH,US HOUSE,"TRAFICANT, James A., Jr.",DEMOCRAT,133207,171406,133207.0,130495.0,TRAFICANT,JAMES,JR,,T000350
385,385,1990,OKLAHOMA,OK,US HOUSE,"EDWARDS, Marvin Henry (Mickey)",REPUBLICAN,114608,164694,110100.0,114608.0,EDWARDS,MARVIN,,,E000077
386,386,1990,OREGON,OR,US HOUSE,"WYDEN, Ronald Lee",DEMOCRAT,169731,210193,169731.0,127998.0,WYDEN,RONALD,,,W000779
387,387,1990,PENNSYLVANIA,PA,US HOUSE,"McDADE, Joseph Michael",REPUBLICAN,113490,113490,94584.0,113490.0,MCDADE,JOSEPH,,,M000399
388,388,1990,RHODE ISLAND,RI,US HOUSE,"REED, John F. (Jack)",DEMOCRAT,108818,183771,108818.0,89963.0,REED,JOHN,,JACK,R000122
389,389,1990,SOUTH CAROLINA,SC,US HOUSE,"TALLON, Robert Mooneyhan, Jr. (Robin)",DEMOCRAT,94121,94524,94121.0,90054.0,TALLON,ROBERT,JR,ROBIN,T000034
390,390,1990,SOUTH DAKOTA,SD,US HOUSE,"JOHNSON, Timothy Peter (Tim)",DEMOCRAT,173814,257298,173814.0,83484.0,JOHNSON,TIMOTHY,,TIM,J000177
391,391,1990,TENNESSEE,TN,US HOUSE,"SUNDQUIST, Donald Kenneth",REPUBLICAN,66141,106676,62241.0,66141.0,SUNDQUIST,DONALD,,,S001075
392,392,1990,TEXAS,TX,US HOUSE,"BARTLETT, Harry Stephen (Steve)",REPUBLICAN,153857,154474,152784.0,153857.0,BARTLETT,HARRY,,,B000204
393,393,1990,UTAH,UT,US HOUSE,"OWENS, Douglas Wayne",DEMOCRAT,85167,147871,85167.0,82746.0,OWENS,DOUGLAS,,,O000156
394,394,1990,VIRGINIA,VA,US HOUSE,"WOLF, Frank Rudolph",REPUBLICAN,103761,168825,92968.0,103761.0,WOLF,FRANK,,,W000672
395,395,1990,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,117522,209856,6315.0,82938.0,SANDERS,BERNARD,,,S000033
396,396,1990,WASHINGTON,WA,US HOUSE,"FOLEY, Thomas Stephen",DEMOCRAT,110234,160199,110234.0,106545.0,FOLEY,THOMAS,,,F000239
397,397,1990,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,117967,118321,100069.0,117967.0,SENSENBRENNER,FRANK,JR,,S000244
398,398,1990,WEST VIRGINIA,WV,US HOUSE,"WISE, Robert Ellsworth, Jr.",DEMOCRAT,75327,75327,75327.0,50708.0,WISE,ROBERT,JR,,W000654
399,399,1990,WYOMING,WY,US HOUSE,"THOMAS, Craig Lyle",REPUBLICAN,87078,158055,70977.0,87078.0,THOMAS,CRAIG,,,T000162
400,400,1992,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,111849,239116,102378.0,111849.0,YOUNG,DONALD,,,Y000033
401,401,1992,ALABAMA,AL,US HOUSE,"CRAMER, Robert E. (Bud), Jr.",DEMOCRAT,160060,244133,160060.0,146599.0,CRAMER,ROBERT,JR,"BUD,",C000868
402,402,1992,ARKANSAS,AR,US HOUSE,"THORNTON, Raymond Hoyt (Ray), Jr.",DEMOCRAT,154946,208924,154946.0,125295.0,THORNTON,RAYMOND,JR,"RAY,",T000243
403,403,1992,ARIZONA,AZ,US HOUSE,"KOLBE, James Thomas",REPUBLICAN,172867,259813,130715.0,172867.0,KOLBE,JAMES,,,K000306
404,404,1992,CALIFORNIA,CA,US HOUSE,"PELOSI, Nancy",DEMOCRAT,191906,232691,191906.0,167247.0,PELOSI,NANCY,,,P000197
405,405,1992,COLORADO,CO,US HOUSE,"HEFLEY, Joel M.",REPUBLICAN,173096,243415,164790.0,173096.0,HEFLEY,JOEL,,,H000444
406,406,1992,CONNECTICUT,CT,US HOUSE,"JOHNSON, Nancy Lee",REPUBLICAN,166967,239597,112838.0,166967.0,JOHNSON,NANCY,,,J000163
407,407,1992,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,153037,276124,117426.0,153037.0,CASTLE,MICHAEL,,,C000243
408,408,1992,FLORIDA,FL,US HOUSE,"GOSS, Porter J.",REPUBLICAN,220351,268511,177423.0,220351.0,GOSS,PORTER,,,G000336
409,409,1992,GEORGIA,GA,US HOUSE,"GINGRICH, Newton Leroy",REPUBLICAN,158761,274957,147445.0,158761.0,GINGRICH,NEWTON,,,G000225
410,410,1992,HAWAII,HI,US HOUSE,"MINK, Patsy Takemoto",DEMOCRAT,131454,180955,131454.0,41575.0,MINK,PATSY,,,M000797
411,411,1992,IOWA,IA,US HOUSE,"GRANDY, Frederick Lawrence",REPUBLICAN,196942,198366,158610.0,196942.0,GRANDY,FREDERICK,,,G000371
412,412,1992,IDAHO,ID,US HOUSE,"LaROCCO, Larry",DEMOCRAT,140985,242890,140985.0,139783.0,LAROCCO,LARRY,,,L000098
413,413,1992,ILLINOIS,IL,US HOUSE,"RUSH, Bobby L.",DEMOCRAT,209258,252711,209258.0,179257.0,RUSH,BOBBY,,,R000515
414,414,1992,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,186499,258455,160980.0,186499.0,BURTON,DANNY,,,B001149
415,415,1992,KANSAS,KS,US HOUSE,"ROBERTS, Charles Patrick (Pat)",REPUBLICAN,194912,285297,151019.0,194912.0,ROBERTS,CHARLES,,,R000307
416,416,1992,KENTUCKY,KY,US HOUSE,"MAZZOLI, Romano Louis",DEMOCRAT,148066,280770,148066.0,139634.0,MAZZOLI,ROMANO,,,M000291
417,417,1992,LOUISIANA,LA,US HOUSE,"McCRERY, James O., III",REPUBLICAN,153501,243580,143980.0,153501.0,MCCRERY,JAMES,III,,M000388
418,418,1992,MASSACHUSETTS,MA,US HOUSE,"STUDDS, Gerry Eastman",DEMOCRAT,189342,311650,189342.0,159165.0,STUDDS,GERRY,,,S001040
419,419,1992,MARYLAND,MD,US HOUSE,"MORELLA, Constance A.",REPUBLICAN,203377,280419,163354.0,203377.0,MORELLA,CONSTANCE,,,M000941
420,420,1992,MAINE,ME,US HOUSE,"ANDREWS, Thomas Hiram",DEMOCRAT,232696,358148,232696.0,153022.0,ANDREWS,THOMAS,,,A000211
421,421,1992,MICHIGAN,MI,US HOUSE,"KNOLLENBERG, Joseph",REPUBLICAN,168940,293098,165496.0,168940.0,KNOLLENBERG,JOSEPH,,,K000288
422,422,1992,MINNESOTA,MN,US HOUSE,"PENNY, Timothy Joseph",DEMOCRATIC-FARMER-LABOR,206369,279430,,,PENNY,TIMOTHY,,,P000215
423,423,1992,MISSOURI,MO,US HOUSE,"SKELTON, Isaac Newton, IV (Ike)",DEMOCRAT,176977,251452,176977.0,160303.0,SKELTON,ISAAC,,,S000465
424,424,1992,MISSISSIPPI,MS,US HOUSE,"MONTGOMERY, Gillespie V. (Sonny)",DEMOCRAT,162864,200574,162864.0,82952.0,MONTGOMERY,GILLESPIE,,SONNY,M000865
425,425,1992,MONTANA,MT,US HOUSE,"WILLIAMS, John Patrick",DEMOCRAT,203711,403735,203711.0,189570.0,WILLIAMS,JOHN,,,W000520
426,426,1992,NORTH CAROLINA,NC,US HOUSE,"PRICE, David Eugene",DEMOCRAT,171299,265060,171299.0,162822.0,PRICE,DAVID,,,P000523
427,427,1992,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,169273,297898,169273.0,117442.0,POMEROY,EARL,III,,P000422
428,428,1992,NEBRASKA,NE,US HOUSE,"BARRETT, William E.",REPUBLICAN,170857,238355,119512.0,170857.0,BARRETT,WILLIAM,,,B000179
429,429,1992,NEW HAMPSHIRE,NH,US HOUSE,"SWETT, Richard",DEMOCRAT,157328,255088,157328.0,135936.0,SWETT,RICHARD,,,S001113
430,430,1992,NEW JERSEY,NJ,US HOUSE,"ROUKEMA, Margaret Scafati",REPUBLICAN,196198,274371,153525.0,196198.0,ROUKEMA,MARGARET,,,R000465
431,431,1992,NEW MEXICO,NM,US HOUSE,"SCHIFF, Steven Harvey",REPUBLICAN,128426,205214,122850.0,128426.0,SCHIFF,STEVEN,,,S000125
432,432,1992,NEVADA,NV,US HOUSE,"VUCANOVICH, Barbara Farrell",REPUBLICAN,129575,270461,128278.0,129575.0,VUCANOVICH,BARBARA,,,V000124
433,433,1992,NEW YORK,NY,US HOUSE,"GILMAN, Benjamin Arthur",REPUBLICAN,150301,265011,149319.0,150301.0,GILMAN,BENJAMIN,,,G000212
434,434,1992,OHIO,OH,US HOUSE,"TRAFICANT, James A., Jr.",DEMOCRAT,216503,257246,216503.0,187860.0,TRAFICANT,JAMES,JR,,T000350
435,435,1992,OKLAHOMA,OK,US HOUSE,"BREWSTER, William K.",DEMOCRAT,155934,207659,155934.0,123237.0,BREWSTER,WILLIAM,,,B000817
436,436,1992,OREGON,OR,US HOUSE,"WYDEN, Ronald Lee",DEMOCRAT,208028,269879,208028.0,184163.0,WYDEN,RONALD,,,W000779
437,437,1992,PENNSYLVANIA,PA,US HOUSE,"McDADE, Joseph Michael",REPUBLICAN,189414,209548,186684.0,189414.0,MCDADE,JOSEPH,,,M000399
438,438,1992,RHODE ISLAND,RI,US HOUSE,"REED, John F. (Jack)",DEMOCRAT,144450,204413,144450.0,135982.0,REED,JOHN,,,R000122
439,439,1992,SOUTH CAROLINA,SC,US HOUSE,"SPENCE, Floyd Davidson",REPUBLICAN,148667,169670,120647.0,148667.0,SPENCE,FLOYD,,,S000718
440,440,1992,SOUTH DAKOTA,SD,US HOUSE,"JOHNSON, Timothy Peter (Tim)",DEMOCRAT,230070,332902,230070.0,89375.0,JOHNSON,TIMOTHY,,TIM,J000177
441,441,1992,TENNESSEE,TN,US HOUSE,"DUNCAN, John J., Jr.",REPUBLICAN,148377,205401,136852.0,148377.0,DUNCAN,JOHN,JR,,D000533
442,442,1992,TEXAS,TX,US HOUSE,"JOHNSON, Sam",REPUBLICAN,201569,234139,177233.0,201569.0,JOHNSON,SAM,,,J000174
443,443,1992,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,160037,245254,135029.0,160037.0,HANSEN,JAMES,,,H000172
444,444,1992,VIRGINIA,VA,US HOUSE,"BLILEY, Thomas Jerome, Jr.",REPUBLICAN,211618,255375,147649.0,211618.0,BLILEY,THOMAS,JR,,B000556
445,445,1992,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,162724,281162,22279.0,86901.0,SANDERS,BERNARD,,,S000033
446,446,1992,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,222604,283950,222604.0,155874.0,MCDERMOTT,JAMES,,,M000404
447,447,1992,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,192898,276787,173482.0,192898.0,SENSENBRENNER,FRANK,JR,,S000244
448,448,1992,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,172924,172924,172924.0,64012.0,MOLLOHAN,ALAN,,,M000844
449,449,1992,WYOMING,WY,US HOUSE,"THOMAS, Craig Lyle",REPUBLICAN,113882,196977,77418.0,113882.0,THOMAS,CRAIG,,,T000162
450,450,1994,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,118537,208240,68172.0,118537.0,YOUNG,DONALD,,,Y000033
451,451,1994,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,155047,196222,119436.0,155047.0,BACHUS,SPENCER,III,,B000013
452,452,1994,ARKANSAS,AR,US HOUSE,"HUTCHINSON, Timothy",REPUBLICAN,129800,191683,97580.0,129800.0,HUTCHINSON,TIMOTHY,,,H001015
453,453,1994,ARIZONA,AZ,US HOUSE,"KOLBE, James Thomas",REPUBLICAN,149514,220771,81321.0,149514.0,KOLBE,JAMES,,,K000306
454,454,1994,CALIFORNIA,CA,US HOUSE,"COX, Charles Christopher",REPUBLICAN,154071,214997,137642.0,154071.0,COX,CHARLES,,,C000830
455,455,1994,COLORADO,CO,US HOUSE,"McINNIS, Scott",REPUBLICAN,145365,208792,105938.0,145365.0,MCINNIS,SCOTT,,,M000477
456,456,1994,CONNECTICUT,CT,US HOUSE,"JOHNSON, Nancy Lee",REPUBLICAN,123101,192717,111261.0,123101.0,JOHNSON,NANCY,,,J000163
457,457,1994,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,137945,195008,51793.0,137945.0,CASTLE,MICHAEL,,,C000243
458,458,1994,FLORIDA,FL,US HOUSE,"BILIRAKIS, Michael",REPUBLICAN,177265,177417,147595.0,177265.0,BILIRAKIS,MICHAEL,,,B000463
459,459,1994,GEORGIA,GA,US HOUSE,"GINGRICH, Newton Leroy",REPUBLICAN,119432,186132,85094.0,119432.0,GINGRICH,NEWTON,,,G000225
460,460,1994,HAWAII,HI,US HOUSE,"MINK, Patsy Takemoto",DEMOCRAT,124431,177396,124431.0,76623.0,MINK,PATSY,,,M000797
461,461,1994,IOWA,IA,US HOUSE,"LATHAM, Thomas",REPUBLICAN,114796,188721,98824.0,114796.0,LATHAM,THOMAS,,,L000111
462,462,1994,IDAHO,ID,US HOUSE,"CRAPO, Michael Dean",REPUBLICAN,143593,191529,89826.0,143593.0,CRAPO,MICHAEL,,,C000880
463,463,1994,ILLINOIS,IL,US HOUSE,"FAWELL, Harris W.",REPUBLICAN,124312,170021,115045.0,124312.0,FAWELL,HARRIS,,,F000049
464,464,1994,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,136876,177691,91459.0,136876.0,BURTON,DANNY,,,B001149
465,465,1994,KANSAS,KS,US HOUSE,"ROBERTS, Charles Patrick (Pat)",REPUBLICAN,169531,219008,99366.0,169531.0,ROBERTS,CHARLES,,,R000307
466,466,1994,KENTUCKY,KY,US HOUSE,"BUNNING, James Paul David",REPUBLICAN,96695,130412,70085.0,96695.0,BUNNING,JAMES,,,B001066
467,467,1994,LOUISIANA,LA,US HOUSE,"LIVINGSTON, Robert Linlithgow, Jr.",REPUBLICAN,1,1,1.0,1.0,LIVINGSTON,ROBERT,JR,,L000371
468,468,1994,MASSACHUSETTS,MA,US HOUSE,"STUDDS, Gerry Eastman",DEMOCRAT,172753,251309,172753.0,120952.0,STUDDS,GERRY,,,S001040
469,469,1994,MARYLAND,MD,US HOUSE,"MORELLA, Constance A.",REPUBLICAN,143449,204109,117269.0,143449.0,MORELLA,CONSTANCE,,,M000941
470,470,1994,MAINE,ME,US HOUSE,"LONGLEY, James",REPUBLICAN,136316,262769,126373.0,136316.0,LONGLEY,JAMES,,,L000431
471,471,1994,MICHIGAN,MI,US HOUSE,"KNOLLENBERG, Joseph",REPUBLICAN,154696,226884,128463.0,154696.0,KNOLLENBERG,JOSEPH,,,K000288
472,472,1994,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,173223,236531,,173223.0,RAMSTAD,JAMES,,JIM,R000033
473,473,1994,MISSOURI,MO,US HOUSE,"TALENT, James Matthes",REPUBLICAN,154882,230287,140108.0,154882.0,TALENT,JAMES,,,T000024
474,474,1994,MISSISSIPPI,MS,US HOUSE,"MONTGOMERY, Gillespie V. (Sonny)",DEMOCRAT,83163,122989,83163.0,80553.0,MONTGOMERY,GILLESPIE,,SONNY,M000865
475,475,1994,MONTANA,MT,US HOUSE,"WILLIAMS, John Patrick",DEMOCRAT,171372,352133,171372.0,148715.0,WILLIAMS,JOHN,,,W000520
476,476,1994,NORTH CAROLINA,NC,US HOUSE,"TAYLOR, Charles Hart",REPUBLICAN,115826,192688,76862.0,115826.0,TAYLOR,CHARLES,,,T000067
477,477,1994,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,123134,235389,123134.0,105988.0,POMEROY,EARL,III,,P000422
478,478,1994,NEBRASKA,NE,US HOUSE,"BARRETT, William E.",REPUBLICAN,154919,196903,90750.0,154919.0,BARRETT,WILLIAM,,,B000179
479,479,1994,NEW HAMPSHIRE,NH,US HOUSE,"ZELIFF, William H., Jr.",REPUBLICAN,97017,147822,74243.0,97017.0,ZELIFF,WILLIAM,JR,,Z000004
480,480,1994,NEW JERSEY,NJ,US HOUSE,"ROUKEMA, Margaret Scafati",REPUBLICAN,139964,188505,108155.0,139964.0,ROUKEMA,MARGARET,,,R000465
481,481,1994,NEW MEXICO,NM,US HOUSE,"SCHIFF, Steven Harvey",REPUBLICAN,119996,162312,99900.0,119996.0,SCHIFF,STEVEN,,,S000125
