index,cand_number,state,office,district,candidatevotes,election_month,election_type,icpsr_party_code,candidate,election_year
5201,               3,Pennsylvania,US Rep.,               17,                  2066,11: November,General,CONSTITUTIONAL,"WATSON, ANDREW J",1972.0
5202,               4,Pennsylvania,US Rep.,               17,                    12,11: November,General,                                                   .,,1972.0
5203,               1,Pennsylvania,US Rep.,               18,                 53929,11: November,General,DEMOCRAT,"WALGREN, DOUGLAS",1972.0
5204,               2,Pennsylvania,US Rep.,               18,                144521,11: November,General,MODERN REPUBLICAN,"HEINZ,III, H JOHN",1972.0
5205,               3,Pennsylvania,US Rep.,               18,                    22,11: November,General,                                                   .,,1972.0
5206,               1,Pennsylvania,US Rep.,               19,                 67018,11: November,General,DEMOCRAT,"NOLL, RICHARD P",1972.0
5207,               2,Pennsylvania,US Rep.,               19,                 93536,11: November,General,MODERN REPUBLICAN,"GOODLING, GEORGE A",1972.0
5208,               3,Pennsylvania,US Rep.,               19,                  2019,11: November,General,CONSTITUTIONAL,"LEESE, PAUL H",1972.0
5209,               4,Pennsylvania,US Rep.,               19,                    14,11: November,General,                                                   .,,1972.0
5210,               1,Pennsylvania,US Rep.,               20,                117933,11: November,General,DEMOCRAT,"GAYDOS, JOSEPH M",1972.0
5211,               2,Pennsylvania,US Rep.,               20,                 73817,11: November,General,MODERN REPUBLICAN,"HUNT, WILLIAM R",1972.0
5212,               3,Pennsylvania,US Rep.,               20,                    14,11: November,General,                                                   .,,1972.0
5213,               1,Pennsylvania,US Rep.,               21,                104203,11: November,General,DEMOCRAT,"DENT, JOHN H",1972.0
5214,               2,Pennsylvania,US Rep.,               21,                 63812,11: November,General,MODERN REPUBLICAN,"YOUNG, THOMAS H",1972.0
5215,               3,Pennsylvania,US Rep.,               21,                    17,11: November,General,                                                   .,,1972.0
5216,               1,Pennsylvania,US Rep.,               22,                100918,11: November,General,DEMOCRAT,"MORFAN, THOMAS E",1972.0
5217,               2,Pennsylvania,US Rep.,               22,                 65005,11: November,General,MODERN REPUBLICAN,"MONTGOMERY, JAMES R",1972.0
5218,               3,Pennsylvania,US Rep.,               22,                    11,11: November,General,                                                   .,,1972.0
5219,               1,Pennsylvania,US Rep.,               23,                 69813,11: November,General,DEMOCRAT,"KASSAB, ERNEST A",1972.0
5220,               2,Pennsylvania,US Rep.,               23,                 90615,11: November,General,MODERN REPUBLICAN,"JOHNSON, ALBERT W",1972.0
5221,               1,Pennsylvania,US Rep.,               24,                122092,11: November,General,DEMOCRAT,"VIGORITO, JOSEPH P",1972.0
5222,               2,Pennsylvania,US Rep.,               24,                 55406,11: November,General,MODERN REPUBLICAN,"LEVENHAGEN, ALVIN W",1972.0
5223,               1,Pennsylvania,US Rep.,               25,                 97549,11: November,General,DEMOCRAT,"CLARK, FRANK M",1972.0
5224,               2,Pennsylvania,US Rep.,               25,                 77123,11: November,General,MODERN REPUBLICAN,"MYERS, GARY A",1972.0
5225,               3,Pennsylvania,US Rep.,               25,                    21,11: November,General,                                                   .,,1972.0
5226,               1,Pennsylvania,State Offices,                3,               2448938,11: November,General,DEMOCRAT,"CASEY, ROBERT P",1972.0
5227,               2,Pennsylvania,State Offices,                3,               1918091,11: November,General,MODERN REPUBLICAN,"MCCORKEL, FRANKLIN M",1972.0
5228,               3,Pennsylvania,State Offices,                3,                 37341,11: November,General,CONSTITUTIONAL,"DEPUE, STEPHEN P",1972.0
5229,               4,Pennsylvania,State Offices,                3,                 46746,11: November,General,SOCIALIST WORKERS,"SANDERS, JOSEPH",1972.0
5230,               5,Pennsylvania,State Offices,                3,                    62,11: November,General,                                                   .,,1972.0
5231,               1,Pennsylvania,Governor,                0,               1878252,11: November,General,DEMOCRAT,"SHAPP, MILTON J",1974.0
5232,               2,Pennsylvania,Governor,                0,               1578917,11: November,General,MODERN REPUBLICAN,"LEWIS, DREW",1974.0
5233,               3,Pennsylvania,Governor,                0,                 33691,11: November,General,CONSTITUTIONAL,"DEPUE, STEPHEN",1974.0
5234,               4,Pennsylvania,Governor,                0,                   374,11: November,General,                                                   .,,1974.0
5235,               1,Pennsylvania,US Rep.,                1,                 96988,11: November,General,DEMOCRAT,"BARRETT, WILLIAM A",1974.0
5236,               2,Pennsylvania,US Rep.,                1,                 29772,11: November,General,MODERN REPUBLICAN,"NIGRO, RUSSELL M",1974.0
5237,               3,Pennsylvania,US Rep.,                1,                  1141,11: November,General,LABOR,"SALERA, BERNARD",1974.0
5238,               1,Pennsylvania,US Rep.,                2,                 75033,11: November,General,DEMOCRAT,"NIX, ROBERT N C",1974.0
5239,               2,Pennsylvania,US Rep.,                2,                 26353,11: November,General,MODERN REPUBLICAN,"WOODS, JESSE W (JR)",1974.0
5240,               1,Pennsylvania,US Rep.,                3,                 84675,11: November,General,DEMOCRAT,"GREEN, WILLIAM J",1974.0
5241,               2,Pennsylvania,US Rep.,                3,                 27692,11: November,General,MODERN REPUBLICAN,"COLBERT, RICHARD P",1974.0
5242,               1,Pennsylvania,US Rep.,                4,                123952,11: November,General,DEMOCRAT,"EILBERG, JOSHUA",1974.0
5243,               2,Pennsylvania,US Rep.,                4,                 50688,11: November,General,MODERN REPUBLICAN,"EINHORN, ISADORE",1974.0
5244,               1,Pennsylvania,US Rep.,                5,                 56626,11: November,General,DEMOCRAT,"MCDERMOTT, LEO D",1974.0
5245,               2,Pennsylvania,US Rep.,                5,                 83526,11: November,General,MODERN REPUBLICAN,"SCHULZE, RICHARD T",1974.0
5246,               1,Pennsylvania,US Rep.,                6,                111127,11: November,General,DEMOCRAT,"YATRON, GUS",1974.0
5247,               2,Pennsylvania,US Rep.,                6,                 35805,11: November,General,MODERN REPUBLICAN,"POSTUPACK, STEPHEN",1974.0
5248,               3,Pennsylvania,US Rep.,                6,                  2020,11: November,General,CONSTITUTIONAL,"HUET, FRANK E",1974.0
5249,               1,Pennsylvania,US Rep.,                7,                 89680,11: November,General,DEMOCRAT,"EDGAR, ROBERT W",1974.0
5250,               2,Pennsylvania,US Rep.,                7,                 70894,11: November,General,MODERN REPUBLICAN,"MCEWEN, STEPHEN J (JR)",1974.0
5251,               3,Pennsylvania,US Rep.,                7,                  1721,11: November,General,CONSTITUTIONAL,"JOHNS, RALPH F",1974.0
5252,               1,Pennsylvania,US Rep.,                8,                 54815,11: November,General,DEMOCRAT,"MOYER, WILLIAM B",1974.0
5253,               2,Pennsylvania,US Rep.,                8,                 75313,11: November,General,MODERN REPUBLICAN,"BIESTER, EDWARD G (JR)",1974.0
5254,               3,Pennsylvania,US Rep.,                8,                  3763,11: November,General,CONSTITUTIONAL,"MCKENNEY, ROBERT D",1974.0
5255,               1,Pennsylvania,US Rep.,                9,                 56844,11: November,General,DEMOCRAT,"FORD, ROBERT D",1974.0
5256,               2,Pennsylvania,US Rep.,                9,                 73881,11: November,General,MODERN REPUBLICAN,"SHUSTER, E G",1974.0
5257,               1,Pennsylvania,US Rep.,               10,                 54401,11: November,General,DEMOCRAT,"HANLON, THOMAS J",1974.0
5258,               2,Pennsylvania,US Rep.,               10,                100793,11: November,General,MODERN REPUBLICAN,"MCDADE, JOSEPH M",1974.0
5259,               1,Pennsylvania,US Rep.,               11,                111572,11: November,General,DEMOCRAT,"FLOOD, DANIEL J",1974.0
5260,               2,Pennsylvania,US Rep.,               11,                 38106,11: November,General,MODERN REPUBLICAN,"MUZYKA, RICHARD A",1974.0
5261,               1,Pennsylvania,US Rep.,               12,                 89193,11: November,General,DEMOCRAT,"MURTHA, JOHN P",1974.0
5262,               2,Pennsylvania,US Rep.,               12,                 64416,11: November,General,MODERN REPUBLICAN,"FOX, HARRY M",1974.0
5263,               3,Pennsylvania,US Rep.,               12,                    10,11: November,General,                                                   .,,1974.0
5264,               1,Pennsylvania,US Rep.,               13,                 59433,11: November,General,DEMOCRAT,"CURRY, LAWRENCE H",1974.0
5265,               2,Pennsylvania,US Rep.,               13,                 98985,11: November,General,MODERN REPUBLICAN,"COUGHLIN, LAWRENCE",1974.0
5266,               1,Pennsylvania,US Rep.,               14,                 93169,11: November,General,DEMOCRAT,"MOORHEAD, WILLIAM S",1974.0
5267,               2,Pennsylvania,US Rep.,               14,                 27116,11: November,General,MODERN REPUBLICAN,"DAVIS, ZACHARY TAYLOR",1974.0
5268,               3,Pennsylvania,US Rep.,               14,                    14,11: November,General,                                                   .,,1974.0
5269,               1,Pennsylvania,US Rep.,               15,                 85905,11: November,General,DEMOCRAT,"ROONEY, FRED B",1974.0
5270,               1,Pennsylvania,US Rep.,               16,                 40273,11: November,General,DEMOCRAT,"MINNEY, MICHAEL J",1974.0
5271,               2,Pennsylvania,US Rep.,               16,                 73130,11: November,General,MODERN REPUBLICAN,"ESHLEMAN, EDWIN D",1974.0
5272,               3,Pennsylvania,US Rep.,               16,                  1765,11: November,General,CONSTITUTIONAL,"WENGER, ARLENE R",1974.0
5273,               1,Pennsylvania,US Rep.,               17,                 64576,11: November,General,DEMOCRAT,"WAMBACH, PETER C",1974.0
5274,               2,Pennsylvania,US Rep.,               17,                 70274,11: November,General,MODERN REPUBLICAN,"SCHNEEBELI, HERMAN T",1974.0
5275,               1,Pennsylvania,US Rep.,               18,                 41706,11: November,General,DEMOCRAT,"MCARDLE, FRANCIS J",1974.0
5276,               2,Pennsylvania,US Rep.,               18,                107723,11: November,General,MODERN REPUBLICAN,"HEINZ, H JOHN (III)",1974.0
5277,               3,Pennsylvania,US Rep.,               18,                    42,11: November,General,                                                   .,,1974.0
5278,               1,Pennsylvania,US Rep.,               19,                 61414,11: November,General,DEMOCRAT,"BERGER, ARTHUR L",1974.0
5279,               2,Pennsylvania,US Rep.,               19,                 66417,11: November,General,MODERN REPUBLICAN,"GOODLING, WILLIAM F",1974.0
5280,               3,Pennsylvania,US Rep.,               19,                  1327,11: November,General,CONSTITUTIONAL,"PAUL, JOSEPH",1974.0
5281,               1,Pennsylvania,US Rep.,               20,                112237,11: November,General,DEMOCRAT,"GAYDOS, JOSEPH M",1974.0
5282,               2,Pennsylvania,US Rep.,               20,                 25129,11: November,General,MODERN REPUBLICAN,"ANDERKO, JOSEPH J",1974.0
5283,               3,Pennsylvania,US Rep.,               20,                    27,11: November,General,                                                   .,,1974.0
5284,               1,Pennsylvania,US Rep.,               21,                 88701,11: November,General,DEMOCRAT,"DENT, JOHN H",1974.0
5285,               2,Pennsylvania,US Rep.,               21,                 38111,11: November,General,MODERN REPUBLICAN,"SCONING, CHARLES L",1974.0
5286,               3,Pennsylvania,US Rep.,               21,                    10,11: November,General,                                                   .,,1974.0
5287,               1,Pennsylvania,US Rep.,               22,                 83654,11: November,General,DEMOCRAT,"MORGAN, THOMAS E",1974.0
5288,               2,Pennsylvania,US Rep.,               22,                 41706,11: November,General,MODERN REPUBLICAN,"MONTGOMERY, JAMES R",1974.0
5289,               3,Pennsylvania,US Rep.,               22,                  6226,11: November,General,CONSTITUTIONAL,"BOVE, JOHN",1974.0
5290,               4,Pennsylvania,US Rep.,               22,                    42,11: November,General,                                                   .,,1974.0
5291,               1,Pennsylvania,US Rep.,               23,                 60211,11: November,General,DEMOCRAT,"MAST, YATES",1974.0
5292,               2,Pennsylvania,US Rep.,               23,                 67192,11: November,General,MODERN REPUBLICAN,"JOHNSON, ALBERT W",1974.0
5293,               1,Pennsylvania,US Rep.,               24,                 76920,11: November,General,DEMOCRAT,"VIGORITO, JOSEPH P",1974.0
5294,               2,Pennsylvania,US Rep.,               24,                 54277,11: November,General,MODERN REPUBLICAN,"SCALZITTI, CLEMENT R",1974.0
5295,               1,Pennsylvania,US Rep.,               25,                 64049,11: November,General,DEMOCRAT,"CLARK, FRANK M",1974.0
5296,               2,Pennsylvania,US Rep.,               25,                 74645,11: November,General,MODERN REPUBLICAN,"MYERS, GARY A",1974.0
5297,               3,Pennsylvania,US Rep.,               25,                    38,11: November,General,                                                   .,,1974.0
5298,               1,Pennsylvania,"US Senator, 3",                0,               1596121,11: November,General,DEMOCRAT,"FLAHERTY, PETE",1974.0
5299,               2,Pennsylvania,"US Senator, 3",                0,               1843317,11: November,General,MODERN REPUBLICAN,"SCHWEIKER, RICHARD S",1974.0
5300,               3,Pennsylvania,"US Senator, 3",                0,                 38004,11: November,General,CONSTITUTIONAL,"SHANKEY, GEORGE W (JR)",1974.0
5301,               4,Pennsylvania,"US Senator, 3",                0,                   370,11: November,General,                                                   .,,1974.0
5302,               1,Illinois,US Rep.,                1,                 69056,11: November,General,DEMOCRAT,"DAWSON, WILLIAM L",1950.0
5303,               2,Illinois,US Rep.,                1,                 41944,11: November,General,MODERN REPUBLICAN,"CAREY, ARCHIBALD JAMES JR",1950.0
5304,               3,Illinois,US Rep.,                1,                  1135,11: November,General,PROGRESSIVE,"PARKS, SAMUEL J",1950.0
5305,               1,Illinois,US Rep.,                2,                 71945,11: November,General,DEMOCRAT,"OHARA, BARRATT",1950.0
5306,               2,Illinois,US Rep.,                2,                 83023,11: November,General,MODERN REPUBLICAN,"VAIL, RICHARD B",1950.0
5307,               1,Illinois,US Rep.,                3,                 72676,11: November,General,DEMOCRAT,"LINEHAN, NEIL J",1950.0
5308,               2,Illinois,US Rep.,                3,                 87241,11: November,General,MODERN REPUBLICAN,"BUSBEY, FRED E",1950.0
5309,               3,Illinois,US Rep.,                3,                   196,11: November,General,                                                   .,,1950.0
5310,               1,Illinois,US Rep.,                4,                 58190,11: November,General,DEMOCRAT,"BUCKLEY, JAMES V",1950.0
5311,               2,Illinois,US Rep.,                4,                 73542,11: November,General,MODERN REPUBLICAN,"MCVEY, WILLIAM E",1950.0
5312,               1,Illinois,US Rep.,                5,                 91589,11: November,General,DEMOCRAT,"KLUCZYNSKI, JOHN C",1950.0
5313,               2,Illinois,US Rep.,                5,                 48052,11: November,General,MODERN REPUBLICAN,"GAYNOR, EDWARD M",1950.0
5314,               1,Illinois,US Rep.,                6,                106701,11: November,General,DEMOCRAT,"OBRIEN, THOMAS J",1950.0
5315,               2,Illinois,US Rep.,                6,                 58534,11: November,General,MODERN REPUBLICAN,"FAY, JOHN M",1950.0
5316,               3,Illinois,US Rep.,                6,                   226,11: November,General,                                                   .,,1950.0
5317,               1,Illinois,US Rep.,                7,                109841,11: November,General,DEMOCRAT,"SABATH, A J",1950.0
5318,               2,Illinois,US Rep.,                7,                 43211,11: November,General,MODERN REPUBLICAN,"HAYES, HENRY E",1950.0
5319,               1,Illinois,US Rep.,                8,                 77736,11: November,General,DEMOCRAT,"GORDON, THOMAS S",1950.0
5320,               2,Illinois,US Rep.,                8,                 53305,11: November,General,MODERN REPUBLICAN,"GRONTKOWSKI, PHILIP",1950.0
5321,               1,Illinois,US Rep.,                9,                 74699,11: November,General,DEMOCRAT,"YATES, SIDNEY R",1950.0
5322,               2,Illinois,US Rep.,                9,                 69552,11: November,General,MODERN REPUBLICAN,"GOODWIN, MAXWELL A",1950.0
5323,               1,Illinois,US Rep.,               10,                 59127,11: November,General,DEMOCRAT,"MICHAL, CHARLES J",1950.0
5324,               2,Illinois,US Rep.,               10,                117498,11: November,General,MODERN REPUBLICAN,"HOFFMAN, RICHARD W",1950.0
5325,               1,Illinois,US Rep.,               11,                 62050,11: November,General,DEMOCRAT,"CHESNEY, CHESTER A",1950.0
5326,               2,Illinois,US Rep.,               11,                 81358,11: November,General,MODERN REPUBLICAN,"SHEEHAN, TIMOTHY P",1950.0
5327,               1,Illinois,US Rep.,               12,                 75226,11: November,General,DEMOCRAT,"KOMAIKO, CHARLES J",1950.0
5328,               2,Illinois,US Rep.,               12,                 96489,11: November,General,MODERN REPUBLICAN,"JONAS, EDGAR A",1950.0
5329,               1,Illinois,US Rep.,               13,                 49187,11: November,General,DEMOCRAT,"DOLAN, THOMAS F",1950.0
5330,               2,Illinois,US Rep.,               13,                140750,11: November,General,MODERN REPUBLICAN,"CHURCH, MARGUERITE STITT",1950.0
5331,               1,Illinois,US Rep.,               14,                 35856,11: November,General,DEMOCRAT,"MCELROY, HOMER R",1950.0
5332,               2,Illinois,US Rep.,               14,                103312,11: November,General,MODERN REPUBLICAN,"REED, CHAUNCEY W",1950.0
5333,               1,Illinois,US Rep.,               15,                 47633,11: November,General,DEMOCRAT,"CASKEY, WAYNE F",1950.0
5334,               2,Illinois,US Rep.,               15,                 82155,11: November,General,MODERN REPUBLICAN,"MASON, NOAH M",1950.0
5335,               1,Illinois,US Rep.,               16,                 39944,11: November,General,DEMOCRAT,"GOLDMAN, RUSSELL J",1950.0
5336,               2,Illinois,US Rep.,               16,                 82190,11: November,General,MODERN REPUBLICAN,"ALLEN, LEO E",1950.0
5337,               3,Illinois,US Rep.,               16,                     1,11: November,General,                                                   .,,1950.0
5338,               1,Illinois,US Rep.,               17,                 37096,11: November,General,DEMOCRAT,"RUSSELL, JOE W",1950.0
5339,               2,Illinois,US Rep.,               17,                 74643,11: November,General,MODERN REPUBLICAN,"ARENDS, LESLIE C",1950.0
5340,               1,Illinois,US Rep.,               18,                 45214,11: November,General,DEMOCRAT,"BOYLE, WALTER DURLEY",1950.0
5341,               2,Illinois,US Rep.,               18,                 72499,11: November,General,MODERN REPUBLICAN,"VELDE, HAROLD H",1950.0
5342,               1,Illinois,US Rep.,               19,                 48286,11: November,General,DEMOCRAT,"KERWIN, JOHN MICHAEL JR",1950.0
5343,               2,Illinois,US Rep.,               19,                 69379,11: November,General,MODERN REPUBLICAN,"CHIPERFIELD, ROBERT B",1950.0
5344,               1,Illinois,US Rep.,               20,                 42647,11: November,General,DEMOCRAT,"MANNING, HOWARD",1950.0
5345,               2,Illinois,US Rep.,               20,                 62138,11: November,General,MODERN REPUBLICAN,"SIMPSON, SID",1950.0
5346,               1,Illinois,US Rep.,               21,                 67704,11: November,General,DEMOCRAT,"MACK, PETER F JR",1950.0
5347,               2,Illinois,US Rep.,               21,                 60530,11: November,General,MODERN REPUBLICAN,"DEBOICE, BENJAMIN S",1950.0
5348,               1,Illinois,US Rep.,               22,                 43795,11: November,General,DEMOCRAT,"BORCHERS, ROBERT B",1950.0
5349,               2,Illinois,US Rep.,               22,                 67668,11: November,General,MODERN REPUBLICAN,"SPRINGER, WILLIAM L",1950.0
5350,               1,Illinois,US Rep.,               23,                 50143,11: November,General,DEMOCRAT,"ARNOLD, LAURENCE F",1950.0
5351,               2,Illinois,US Rep.,               23,                 63669,11: November,General,MODERN REPUBLICAN,"JENISON, EDWARD H",1950.0
5352,               3,Illinois,US Rep.,               23,                     1,11: November,General,                                                   .,,1950.0
5353,               1,Illinois,US Rep.,               24,                 50638,11: November,General,DEMOCRAT,"UPCHURCH, JOHN DAVID",1950.0
5354,               2,Illinois,US Rep.,               24,                 62692,11: November,General,MODERN REPUBLICAN,"VURSELL, CHARLES W",1950.0
5355,               1,Illinois,US Rep.,               25,                 78812,11: November,General,DEMOCRAT,"PRICE, MELVIN",1950.0
5356,               2,Illinois,US Rep.,               25,                 42696,11: November,General,MODERN REPUBLICAN,"JONES, ROGERS D",1950.0
5357,               1,Illinois,US Rep.,               26,                 50759,11: November,General,DEMOCRAT,"KELLER, KENT E",1950.0
5358,               2,Illinois,US Rep.,               26,                 53207,11: November,General,MODERN REPUBLICAN,"BISHOP, C W",1950.0
5359,               1,Illinois,"US Senator, 3",                0,               1657630,11: November,General,DEMOCRAT,"LUCAS, SCOTT W",1950.0
5360,               2,Illinois,"US Senator, 3",                0,               1951984,11: November,General,MODERN REPUBLICAN,"DIRKSEN, EVERETT MCKINLEY",1950.0
5361,               3,Illinois,"US Senator, 3",                0,                 13050,11: November,General,PROHIBITION,"HOLTWICK, ENOCH A",1950.0
5362,               4,Illinois,"US Senator, 3",                0,                     9,11: November,General,                                                   .,,1950.0
5363,               1,Illinois,President,                0,               2013920,11: November,General,DEMOCRAT,"STEVENSON, ADLAI E",1952.0
5364,               2,Illinois,President,                0,               2457327,11: November,General,MODERN REPUBLICAN,"EISENHOWER, DWIGHT D",1952.0
5365,               3,Illinois,President,                0,                  9363,11: November,General,SOCIALIST LABOR,"HASS, ERIC",1952.0
5366,               4,Illinois,President,                0,                   448,11: November,General,                                                   .,,1952.0
5367,               1,Illinois,Governor,                0,               2089721,11: November,General,DEMOCRAT,"DIXON, SHERWOOD",1952.0
5368,               2,Illinois,Governor,                0,               2317363,11: November,General,MODERN REPUBLICAN,"STRATTON, WILLIAM G",1952.0
5369,               3,Illinois,Governor,                0,                  8777,11: November,General,SOCIALIST LABOR,"FISHER, LOUIS",1952.0
5370,               4,Illinois,Governor,                0,                     3,11: November,General,                                                   .,,1952.0
5371,               1,Illinois,US Rep.,                1,                 95899,11: November,General,DEMOCRAT,"DAWSON, WILLIAM L",1952.0
5372,               2,Illinois,US Rep.,                1,                 34571,11: November,General,MODERN REPUBLICAN,"BROWN, EDGAR G",1952.0
5373,               1,Illinois,US Rep.,                2,                 94253,11: November,General,DEMOCRAT,"OHARA, BARRATT",1952.0
5374,               2,Illinois,US Rep.,                2,                 89080,11: November,General,MODERN REPUBLICAN,"VAIL, RICHARD B",1952.0
5375,               1,Illinois,US Rep.,                3,                 85539,11: November,General,DEMOCRAT,"LINEHAN, NEIL J",1952.0
5376,               2,Illinois,US Rep.,                3,                102328,11: November,General,MODERN REPUBLICAN,"BUSBEY, FRED E",1952.0
5377,               1,Illinois,US Rep.,                4,                100809,11: November,General,DEMOCRAT,"DILLNER, ARTHUR E",1952.0
5378,               2,Illinois,US Rep.,                4,                131215,11: November,General,MODERN REPUBLICAN,"MCVEY, WILLIAM E",1952.0
5379,               1,Illinois,US Rep.,                5,                104900,11: November,General,DEMOCRAT,"KLUCZYNSKI, JOHN C",1952.0
5380,               2,Illinois,US Rep.,                5,                 57775,11: November,General,MODERN REPUBLICAN,"KAYSEN, ERNEST L",1952.0
5381,               1,Illinois,US Rep.,                6,                112121,11: November,General,DEMOCRAT,"OBRIEN, THOMAS J",1952.0
5382,               2,Illinois,US Rep.,                6,                 65537,11: November,General,MODERN REPUBLICAN,"ROACH, JOHN L",1952.0
5383,               1,Illinois,US Rep.,                7,                111960,11: November,General,DEMOCRAT,"SABATH, A J",1952.0
5384,               2,Illinois,US Rep.,                7,                 48000,11: November,General,MODERN REPUBLICAN,"CAPUZI, LOUIS F",1952.0
5385,               1,Illinois,US Rep.,                8,                 87871,11: November,General,DEMOCRAT,"GORDON, THOMAS S",1952.0
5386,               2,Illinois,US Rep.,                8,                 61048,11: November,General,MODERN REPUBLICAN,"COOPER, WILLIAM F",1952.0
5387,               1,Illinois,US Rep.,                9,                 87285,11: November,General,DEMOCRAT,"YATES, SIDNEY R",1952.0
5388,               2,Illinois,US Rep.,                9,                 79429,11: November,General,MODERN REPUBLICAN,"SIEGRIST, ROBERT R",1952.0
5389,               1,Illinois,US Rep.,               10,                 74467,11: November,General,DEMOCRAT,"SCHAFFENEGGER, JOHN",1952.0
5390,               2,Illinois,US Rep.,               10,                138560,11: November,General,MODERN REPUBLICAN,"HOFFMAN, RICHARD W",1952.0
5391,               1,Illinois,US Rep.,               11,                 70691,11: November,General,DEMOCRAT,"MORTEN, STANLEY W",1952.0
5392,               2,Illinois,US Rep.,               11,                103265,11: November,General,MODERN REPUBLICAN,"SHEEHAN, TIMOTHY P",1952.0
5393,               1,Illinois,US Rep.,               12,                 90444,11: November,General,DEMOCRAT,"FLEISCHMAN, PHILIP A",1952.0
5394,               2,Illinois,US Rep.,               12,                113762,11: November,General,MODERN REPUBLICAN,"JONAS, EDGAR A",1952.0
5395,               1,Illinois,US Rep.,               13,                 77068,11: November,General,DEMOCRAT,"HAYES, LAWRENCE J",1952.0
5396,               2,Illinois,US Rep.,               13,                184696,11: November,General,MODERN REPUBLICAN,"CHURCH, MARGUERITE STITT",1952.0
5397,               3,Illinois,US Rep.,               13,                     3,11: November,General,                                                   .,,1952.0
5398,               1,Illinois,US Rep.,               14,                 54953,11: November,General,DEMOCRAT,"HARTNETT, WILLIAM E",1952.0
5399,               2,Illinois,US Rep.,               14,                137881,11: November,General,MODERN REPUBLICAN,"REED, CHAUNCEY W",1952.0
5400,               1,Illinois,US Rep.,               15,                 59050,11: November,General,DEMOCRAT,"HUBBS, STANLEY",1952.0
5401,               2,Illinois,US Rep.,               15,                103398,11: November,General,MODERN REPUBLICAN,"MASON, NOAH M",1952.0
5402,               1,Illinois,US Rep.,               16,                 55399,11: November,General,DEMOCRAT,"BARTON, JOHN P",1952.0
5403,               2,Illinois,US Rep.,               16,                110182,11: November,General,MODERN REPUBLICAN,"ALLEN, LEO E",1952.0
5404,               3,Illinois,US Rep.,               16,                     2,11: November,General,                                                   .,,1952.0
5405,               1,Illinois,US Rep.,               17,                 60112,11: November,General,DEMOCRAT,"KINNEMAN, JOHN A",1952.0
5406,               2,Illinois,US Rep.,               17,                105042,11: November,General,MODERN REPUBLICAN,"ARENDS, LESLIE C",1952.0
5407,               1,Illinois,US Rep.,               18,                 67905,11: November,General,DEMOCRAT,"MCNAUGHTON, JOHN T",1952.0
5408,               2,Illinois,US Rep.,               18,                 83706,11: November,General,MODERN REPUBLICAN,"VELDE, HAROLD H",1952.0
5409,               1,Illinois,US Rep.,               19,                 60619,11: November,General,DEMOCRAT,"SIMKINS, RAY",1952.0
5410,               2,Illinois,US Rep.,               19,                 94141,11: November,General,MODERN REPUBLICAN,"CHIPERFIELD, ROBERT B",1952.0
5411,               1,Illinois,US Rep.,               20,                 52586,11: November,General,DEMOCRAT,"ROY, JOHN R",1952.0
5412,               2,Illinois,US Rep.,               20,                 84994,11: November,General,MODERN REPUBLICAN,"SIMPSON, SID",1952.0
5413,               1,Illinois,US Rep.,               21,                 94026,11: November,General,DEMOCRAT,"MACK, PETER F JR",1952.0
5414,               2,Illinois,US Rep.,               21,                 85248,11: November,General,MODERN REPUBLICAN,"JENISON, EDWARD H",1952.0
5415,               1,Illinois,US Rep.,               22,                 54576,11: November,General,DEMOCRAT,"BEGGS, DAVID W JR",1952.0
5416,               2,Illinois,US Rep.,               22,                 92851,11: November,General,MODERN REPUBLICAN,"SPRINGER, WILLIAM L",1952.0
5417,               1,Illinois,US Rep.,               23,                 65442,11: November,General,DEMOCRAT,"JOHNSTON, W CARL",1952.0
5418,               2,Illinois,US Rep.,               23,                 89428,11: November,General,MODERN REPUBLICAN,"VURSELL, CHARLES",1952.0
5419,               1,Illinois,US Rep.,               24,                117408,11: November,General,DEMOCRAT,"PRICE, MELVIN",1952.0
5420,               2,Illinois,US Rep.,               24,                 63778,11: November,General,MODERN REPUBLICAN,"SCHLAFLY, PHYLLIS STEWART",1952.0
5421,               1,Illinois,US Rep.,               25,                 69245,11: November,General,DEMOCRAT,"HAIR, C EDWIN",1952.0
5422,               2,Illinois,US Rep.,               25,                 88810,11: November,General,MODERN REPUBLICAN,"BISHOP, C W",1952.0
5423,               1,Illinois,US Rep.,                1,                 23470,11: November,General,MODERN REPUBLICAN,"WASHINGTON, GENOA S",1954.0
5424,               2,Illinois,US Rep.,                1,                 71472,11: November,General,DEMOCRAT,"DAWSON, WILLIAM L",1954.0
5425,               1,Illinois,US Rep.,                2,                 49970,11: November,General,MODERN REPUBLICAN,"VAIL, RICHARD B",1954.0
5426,               2,Illinois,US Rep.,                2,                 80016,11: November,General,DEMOCRAT,"OHARA, BARRATT",1954.0
5427,               1,Illinois,US Rep.,                3,                 66767,11: November,General,MODERN REPUBLICAN,"BUSBEY, FRED E",1954.0
5428,               2,Illinois,US Rep.,                3,                 77675,11: November,General,DEMOCRAT,"MURRAY, JAMES C",1954.0
5429,               1,Illinois,US Rep.,                4,                 94125,11: November,General,MODERN REPUBLICAN,"MCVEY, WILLIAM E",1954.0
5430,               2,Illinois,US Rep.,                4,                 86372,11: November,General,DEMOCRAT,"ROWAN, WILLIAM A",1954.0
5431,               1,Illinois,US Rep.,                5,                 33987,11: November,General,MODERN REPUBLICAN,"BUBACZ, S CHARLES",1954.0
