index,cand_number,state,office,district,candidatevotes,election_month,election_type,icpsr_party_code,candidate,election_year
12634,               3,North Carolina,Governor,                0,                  8211,11: November,General,AMERICAN,"PETTYJOHN, ARLIS F",1972.0
12635,               1,North Carolina,US Rep.,                1,                 77438,11: November,General,DEMOCRAT,"JONES, WALTER, B",1972.0
12636,               2,North Carolina,US Rep.,                1,                 35063,11: November,General,MODERN REPUBLICAN,"BONNER, J JORDAN",1972.0
12637,               1,North Carolina,US Rep.,                2,                 88798,11: November,General,DEMOCRAT,"FOUNTAIN, L H",1972.0
12638,               2,North Carolina,US Rep.,                2,                 35193,11: November,General,MODERN REPUBLICAN,"LITTLE, ERICK P",1972.0
12639,               1,North Carolina,US Rep.,                3,                 56968,11: November,General,DEMOCRAT,"HENDERSON, DAVID N",1972.0
12640,               1,North Carolina,US Rep.,                4,                 72972,11: November,General,DEMOCRAT,"ANDREWS, IKE F",1972.0
12641,               2,North Carolina,US Rep.,                4,                 71972,11: November,General,MODERN REPUBLICAN,"HAWKE, R (JACK)",1972.0
12642,               1,North Carolina,US Rep.,                5,                 54986,11: November,General,DEMOCRAT,"HAYS, BROOKS",1972.0
12643,               2,North Carolina,US Rep.,                5,                101375,11: November,General,MODERN REPUBLICAN,"MIZELL, WILMER D",1972.0
12644,               1,North Carolina,US Rep.,                6,                 82158,11: November,General,DEMOCRAT,"PREYER, L RICHARDSON",1972.0
12645,               2,North Carolina,US Rep.,                6,                  5331,11: November,General,AMERICAN,"BULLOCK, LYNWOOD",1972.0
12646,               1,North Carolina,US Rep.,                7,                 57348,11: November,General,DEMOCRAT,"ROSE, CHARLES",1972.0
12647,               2,North Carolina,US Rep.,                7,                 36726,11: November,General,MODERN REPUBLICAN,"SCOTT, JERRY C",1972.0
12648,               3,North Carolina,US Rep.,                7,                   863,11: November,General,AMERICAN,"BALLARD, ALVIS H",1972.0
12649,               1,North Carolina,US Rep.,                8,                 54198,11: November,General,DEMOCRAT,"CLARK, RICHARD",1972.0
12650,               2,North Carolina,US Rep.,                8,                 82060,11: November,General,MODERN REPUBLICAN,"RUTH, EARL B",1972.0
12651,               1,North Carolina,US Rep.,                9,                 56171,11: November,General,DEMOCRAT,"BEATTY, JAMES",1972.0
12652,               2,North Carolina,US Rep.,                9,                 80356,11: November,General,MODERN REPUBLICAN,"MARTIN, JAMES G",1972.0
12653,               1,North Carolina,US Rep.,               10,                 39025,11: November,General,DEMOCRAT,"BECK, PAUL L",1972.0
12654,               2,North Carolina,US Rep.,               10,                103119,11: November,General,MODERN REPUBLICAN,"BROYHILL, JAMES T",1972.0
12655,               1,North Carolina,US Rep.,               11,                 94465,11: November,General,DEMOCRAT,"TAYLOR, ROY A",1972.0
12656,               2,North Carolina,US Rep.,               11,                 64062,11: November,General,MODERN REPUBLICAN,"LEDBETTER, JESSE I",1972.0
12657,               1,North Carolina,"US Senator, 2",                0,                677293,11: November,General,DEMOCRAT,"GALIFIANAKIS, NICK",1972.0
12658,               2,North Carolina,"US Senator, 2",                0,                795248,11: November,General,MODERN REPUBLICAN,"HELMS, JESSE",1972.0
